DATE,USD3MTD156N
2019-10-11,2.00088
2019-10-14,2.00088
2019-10-15,2.00213
2019-10-16,2.00325
2019-10-17,1.96588
2019-10-18,1.95325
2019-10-21,1.934
2019-10-22,1.936
2019-10-23,1.93963
2019-10-24,1.93563
2019-10-25,1.92813
2019-10-28,1.9355
2019-10-29,1.92713
2019-10-30,1.90913
2019-10-31,1.90225
2019-11-01,1.8905
2019-11-04,1.90825
2019-11-05,1.8935
2019-11-06,1.90425
2019-11-07,1.90138
2019-11-08,1.90063
2019-11-11,1.90463
2019-11-12,1.90925
2019-11-13,1.90988
2019-11-14,1.90413
2019-11-15,1.90263
2019-11-18,1.8985
2019-11-19,1.89463
2019-11-20,1.89875
2019-11-21,1.9095
2019-11-22,1.91725
2019-11-25,1.91863
2019-11-26,1.90863
2019-11-27,1.91375
2019-11-28,1.90688
2019-11-29,1.9055
2019-12-02,1.90013
2019-12-03,1.8915
2019-12-04,1.88713
2019-12-05,1.885
2019-12-06,1.8905
2019-12-09,1.88838
2019-12-10,1.88725
2019-12-11,1.88738
2019-12-12,1.89363
2019-12-13,1.89963
2019-12-16,1.8985
2019-12-17,1.9025
2019-12-18,1.908
2019-12-19,1.92775
2019-12-20,1.93475
2019-12-23,1.94663
2019-12-24,1.9605
2019-12-25,.
2019-12-26,.
2019-12-27,1.94463
2019-12-30,1.90938
2019-12-31,1.90838
2020-01-01,.
2020-01-02,1.90025
2020-01-03,1.87388
2020-01-06,1.87225
2020-01-07,1.878
2020-01-08,1.834
2020-01-09,1.84788
2020-01-10,1.83775
2020-01-13,1.83125
2020-01-14,1.84263
2020-01-15,1.83613
2020-01-16,1.82663
2020-01-17,1.81913
2020-01-20,1.80213
2020-01-21,1.80625
2020-01-22,1.80088
2020-01-23,1.79413
2020-01-24,1.79538
2020-01-27,1.7745
2020-01-28,1.7695
2020-01-29,1.77713
2020-01-30,1.76325
2020-01-31,1.75113
2020-02-03,1.741
2020-02-04,1.73738
2020-02-05,1.74163
2020-02-06,1.73413
2020-02-07,1.73088
2020-02-10,1.71313
2020-02-11,1.70725
2020-02-12,1.70375
2020-02-13,1.69163
2020-02-14,1.69175
2020-02-17,1.69288
2020-02-18,1.69463
2020-02-19,1.696
2020-02-20,1.68275
2020-02-21,1.67925
2020-02-24,1.64663
2020-02-25,1.63763
2020-02-26,1.61325
2020-02-27,1.58038
2020-02-28,1.46275
2020-03-02,1.25375
2020-03-03,1.31425
2020-03-04,1.00063
2020-03-05,0.99888
2020-03-06,0.896
2020-03-09,0.76813
2020-03-10,0.78413
2020-03-11,0.7725
2020-03-12,0.7405
2020-03-13,0.84313
2020-03-16,0.88938
2020-03-17,1.05188
2020-03-18,1.11575
2020-03-19,1.19513
2020-03-20,1.20413
2020-03-23,1.21563
2020-03-24,1.23238
2020-03-25,1.267
2020-03-26,1.37463
2020-03-27,1.45013
2020-03-30,1.43338
2020-03-31,1.4505
2020-04-01,1.4365
2020-04-02,1.373
2020-04-03,1.38738
2020-04-06,1.35238
2020-04-07,1.31988
